SMILES,MP,MolLogP,TPSA
c1cc(cc(c1)N)C(F)(F)F,6.0,2.2876,26.02
c1cc(cc(c1)C(=O)Cl)C(=O)Cl,44.0,2.4446000000000003,34.14
c1cc(cnc1)CO,-7.0,0.5738999999999999,33.120000000000005
Clc2nc(Nc1ccccc1Cl)nc(Cl)n2,159.5,3.5754,50.7
C=CC#N,-84.0,0.6959799999999999,23.79
CC(C)(C)NC(=O)C=C,129.0,1.0871,29.1
CC(C)CC(=O)CC(C)C,-42.0,2.6477000000000013,17.07
C1CCC(CC1)Br,-57.0,2.7140000000000013,0.0
c1cc(cnc1)O,127.0,0.7871999999999997,33.120000000000005
c1ccnc(c1)Cl,-46.0,1.7349999999999999,12.89
CC(C)CCOC=O,-93.0,1.2055,26.3
CCSSCC,-102.0,2.4076000000000004,0.0
C(COCCCl)OCCCl,-32.0,1.4971999999999999,18.46
CC(=O)NNc1ccccc1,130.0,1.1496,41.13
Cc1cc(cc(Br)c1O)C3(OS(=O)(=O)c2ccccc23)c4cc(C)c(O)c(Br)c4,241.0,5.250440000000004,83.83
c1ccc2c(c1)ccc(n2)c3ccc4ccccc4n3,195.0,4.450000000000003,25.78
c1ccc(cc1)Cc2cc(ccc2O)Cl,48.0,3.6364000000000014,20.23
O=C(OCC)c1ccc(O)cc1,116.0,1.5688999999999997,46.53
c1cc(c(cc1C(F)(F)F)[N+](=O)[O-])Cl,-3.0,3.2670000000000003,43.14
CCOc1cc(ccc1O)C=O,77.0,1.6034,46.53
O=[N+]([O-])N1CN(CN(C1)[N+]([O-])=O)[N+]([O-])=O,205.0,-1.6463999999999996,139.14000000000001
c1cc(c(cc1O)O)C(=O)c2ccc(cc2O)O,201.0,1.740000000000001,97.99000000000001
c1ccc(cc1)c2cc(c3ccccc3n2)C(=O)O,215.0,3.6000000000000023,50.19
C(CI)C(=O)O,82.0,0.8961000000000001,37.3
ClCCCCl,-100.0,1.8540999999999999,0.0
CC(C)C(C(C)(C)CO)O,52.0,1.0217999999999998,40.46
c1ccc2cnncc2c1,91.0,1.6297999999999997,25.78
c1ccc2Oc3ccccc3Oc2c1,122.5,3.584600000000001,18.46
c1cc(c(cc1S(=O)(=O)c2ccc(c(c2)[N+](=O)[O-])F)[N+](=O)[O-])F,194.0,2.6140000000000008,120.42000000000002
c1cc(c(cc1C(F)(F)F)Cl)Cl,-12.0,4.0122,0.0
c1cc(ncc1C(=O)N)N,247.0,-0.23729999999999996,82.0
Clc1ccc(NC(=O)N(C)OC)cc1Cl,93.5,3.0185000000000013,41.57000000000001
CCCCNC(=O)NS(=O)(=O)c1ccc(N)cc1,144.0,1.0568,101.29
CC(=O)Nc1cccc(c1)C(F)(F)F,105.0,2.663800000000001,29.1
C(=O)(C(C(C(F)(F)F)(F)F)(F)F)O,-18.0,1.9039000000000001,37.3
c1cc(cc(c1)C(F)(F)F)C(=O)O,105.0,2.4036,37.3
Cc1ccc(cc1)S(=O)(=O)F,41.0,1.65322,34.14
CCOCOCC,-66.0,1.0169000000000001,18.46
CCC(=O)C(CC(C)N1CCOCC1)(c2ccccc2)c3ccccc3,75.0,4.062600000000003,29.540000000000003
c1ccc2c(c1)c(ccn2)C(=O)O,254.0,1.9329999999999996,50.19
c1cnc2c(n1)c(=O)[nH]c(=O)[nH]2,348.0,-0.9936000000000003,91.5
c1ccc2c(c1)c(c[nH]2)C=O,197.0,1.9803999999999997,32.86
c1cocc1C(=O)O,122.0,0.9778,50.44
c1ccc2c(c1)CCc3ccccc3N2,107.0,3.5288000000000013,12.03
C1C=CC(=O)O1,4.0,0.09939999999999993,26.3
c1ccnc(c1)N,58.0,0.6638,38.91
Cc1ccccc1C(C)C,-72.0,3.118420000000002,0.0
O=[N+]([O-])c1ccccc1[N+]([O-])=O,118.0,1.503,86.28
c1ccc(cc1)CSCc2ccccc2,49.0,4.120000000000003,0.0
CCCCCCCCCCCCCC(=O)CCCCCCCCCCCCC,78.0,9.957699999999996,17.07
C1C=CC=CC=C1,-80.0,2.0587,0.0
O=C3C=Cc2cccc1cccc3c12,154.5,3.0493000000000015,17.07
C=CC(C)C,-168.0,1.8284,0.0
COc1ccc(c(c1OC)OC)C(=O)O,101.0,1.4105999999999996,64.99000000000001
c1ccc2c(c1)cc(c3c2cccc3)Br,64.0,4.755500000000002,0.0
c1ccc2c(c1)C(=O)N(C2=O)CCBr,82.0,1.6775,37.38
CCCC(=O)CC,-55.0,1.7656,17.07
CC(C)(C)N=C=S,10.0,1.8877,12.36
CC1CC=CCC1,-115.0,2.3626000000000005,0.0
CCCCOC=O,-92.0,0.9595,26.3
CCCCCCCCCCCCCCCCCCCCCCCCCCC,59.0,10.77869999999999,0.0
CCC(CC)(CC)O,-13.0,1.9475000000000002,20.23
COC(=O)C(Cl)(Cl)Cl,-18.0,1.5295999999999998,26.3
[O-][N+](=O)c1ccc2CCc3cccc1c23,103.5,2.8466000000000014,43.14
O=C(C)Oc1ccccc1[N+]([O-])=O,40.0,1.5200999999999998,69.44
CCOC(=O)c1ccco1,34.0,1.4563,39.44
CC1=CC(=O)OC1=O,8.0,0.016100000000000003,43.370000000000005
CC(=O)N[C@@H](CS)C(=O)O,110.0,-0.4945,66.4
CCc1ccc(cc1)C(=O)O,113.0,1.9472,37.3
CN(C)c1ccc(cc1)C(=O)O,243.0,1.4507999999999999,40.540000000000006
c1ccc(cc1)OCC(COc2ccccc2)O,82.0,2.5053000000000005,38.69
Cc1ccc(cc1)N=C=S,25.0,2.7293200000000004,12.36
CCOc1ccc(cc1)O,66.0,1.7908999999999997,29.46
CCCCOC,-115.0,1.4329,9.23
CCOCCC,-127.0,1.4329,9.23
CCCCCCCCl,-70.0,3.1956000000000016,0.0
CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC,76.0,14.289599999999968,0.0
CC[Si](CC)(CC)CC,-82.0,3.514800000000003,0.0
O=C(C)Oc1ccccc1OC(C)=O,64.0,1.5372000000000001,52.6
Cc1cc(c(c(c1)O)C)C,94.0,2.3174599999999996,20.23
c1cc(oc1C=O)[N+](=O)[O-],36.0,1.0003000000000002,73.35
Cc1cc(C)c(C)c(C)c1C,54.0,3.2287000000000017,0.0
c1ccc2c(c1)CCc1ccccc12,34.0,3.452200000000002,0.0
c1ccc(cc1)P(=O)(c2ccccc2)c3ccccc3,156.0,3.3260000000000014,17.07
C1C2CC3CC1CC(C2)(C3)C(=O)O,175.0,2.2874,37.3
CC(=O)Oc1cccc2c1cccc2,45.0,2.7651000000000012,26.3
CCCCCC(=O)CCCCC,15.0,3.7161000000000026,17.07
CCc1cccc(C)c1C,-50.0,2.8658400000000013,0.0
c1ccc(c(c1)C(=O)NN)O,148.0,-0.0043000000000000815,75.35000000000001
CC(C(=O)O)Oc1ccccc1,118.0,1.5385,46.53
c1ccc(cc1)c2cc3ccccc3[nH]2,190.0,3.834900000000002,15.79
CC(C)(C)CC(=O)O,6.0,1.5072,37.3
CC(C)(C)CC(C)(C)C,-67.0,3.468700000000003,0.0
c1ccc(cc1)C(=O)c2ccc(cc2)N,123.0,2.4997999999999996,43.09
CCCCCCCCCCCCOC(=O)c1cc(c(c(c1)O)O)O,97.0,4.881100000000007,86.99000000000001
c1ccc2c(c1)CCc3ccccc3C2Cl,107.0,4.113400000000002,0.0
CC(C)(C)c1cc(cc(c1O)C(C)(C)C)C(=O)O,208.0,3.6854000000000022,57.53
CC(C)SC,-102.0,1.7578,0.0
Cc1ccc(nc1)N,76.0,0.9722200000000001,38.91
CC[Si](CC)(Cl)Cl,-97.0,2.9460000000000015,0.0
c1cc(c(cc1Cl)Cl)CO,59.0,2.485700000000001,20.23
CCCCCCCCOc1ccc(c(c1)O)C(=O)c2ccccc2,48.0,5.362500000000006,46.53
c1ccc2c(c1)-c3ccccc3C2Br,103.0,4.151300000000002,0.0
CC(C)c1ccc2ccccc2c1,14.0,3.963200000000003,0.0
C=Cc1ccccc1Br,-53.0,3.092100000000001,0.0
O=CC1CCCCC1,34.5,1.7656,17.07
CN1c2ccccc2C(=O)C1=O,131.0,0.8456999999999999,37.38
CC(=O)c1cccc(c1)Br,8.0,2.651700000000001,17.07
O=C(Nc1cc(ccc1)C(F)(F)F)N(C)C,163.5,2.7989000000000015,32.34
c1(c(c(nc(c1Cl)Cl)Cl)Cl)Cl,125.0,4.348599999999999,12.89
c1c(c(nc(c1Cl)Cl)Cl)Cl,91.0,3.6952,12.89
Cc1ccc(c(c1)C(C)(C)C)O,52.0,2.9981200000000015,20.23
Clc1ccccc1/C=C(C#N)C#N,95.0,2.7705600000000006,47.58
COC(=O)c1cc(ccc1Cl)Cl,39.0,2.780000000000001,26.3
c1c(c(cs1)Br)Br,5.0,3.2731000000000003,0.0
c1cc(sc1Cl)Cl,-41.0,3.0549,0.0
C=CCCCCCCCCCCCCCCCCCC,29.0,7.824000000000007,0.0
CC(CC)CC=C,-141.0,2.608600000000001,0.0
CCOC(=O)C(C)(C)C,-90.0,1.5956000000000001,26.3
C=CC(CC)CC,-127.0,2.608600000000001,0.0
CCCCCCCCCCCCCCCC=C,11.0,6.653700000000007,0.0
CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC,88.0,17.410399999999967,0.0
Cc1cc(ccc1Cl)N,84.0,2.23062,26.02
[SiH](Cl)(Cl)Cl,-127.0,1.42,0.0
CN(C)c1ccc(cc1)C(=O)OCC,63.5,1.9292999999999998,29.540000000000003
Cn1c2ccccc2nn1,65.0,0.9682999999999998,30.71
c1c[n+](ccc1C(=O)O)[O-],270.0,0.01820000000000005,64.24
CS(=O)(=O)c4ccc3Sc1ccccc1N(CCCN2CCC(CC2)C(N)=O)c3c4,170.0,3.2802000000000016,83.71000000000001
c1cc(ncc1Cl)Cl,61.0,2.3884000000000007,12.89
COc1cc(ccc1O)Cl,17.0,2.0542000000000002,29.46
Cc1cc(C)c(C)cc1CC,-14.0,3.174260000000002,0.0
C1=CC=C(C=C1)C2=NC(=C(S2)CC(=O)O)C3=CC=C(C=C3)Cl,161.0,4.757600000000003,50.19
CC(=O)CCc1ccc(c(c1)OC)O,41.0,1.9224,46.53
c1ccc(cc1)OCC2CO2,4.0,1.4641999999999995,21.759999999999998
Oc1ccc(OCCCC)cc1,65.0,2.5711000000000004,29.46
O=C1CC(=O)CC(C)(C)C1,148.5,1.3347,34.14
c1ccc(cc1)S(=O)(=O)c2ccccc2,128.0,2.519400000000001,34.14
BrC(Br)(CBr)CBr,11.0,3.2623000000000006,0.0
CCC(C)(C)C(=O)O[C@H]1C[C@H](C=C2[C@H]1[C@H]([C@H](C=C2)C)CC[C@@H]3C[C@H](CC(=O)O3)O)C,136.0,4.585600000000006,72.83000000000001
CC1(N=C(NC1=O)c2ncccc2C(=O)O)C(C)C,171.5,1.0708999999999993,91.65
C=CCCC(=O)O,-22.0,1.0372000000000001,37.3
CCCCCCCCCCCCCC(=O)C,39.0,5.276500000000005,17.07
C=Cc1ccc(O)cc1,73.0,2.0351999999999997,20.23
CC=CC,-105.0,1.5824,0.0
c1ccc2c(c1)c(=O)[nH]cn2,218.0,0.9230999999999996,45.75
CC(=O)NC12CC3CC(C1)CC(C3)C2,148.0,2.0913000000000004,29.1
CN(C)c1cccc2c1cccc2S(=O)(=O)N,220.0,1.5532000000000001,63.400000000000006
Nc2nc(N)ncc2Cc1cc(OC)c(OCCOC)c(OC)c1,154.5,1.2741999999999991,114.74000000000001
c1c(nc(nc1Cl)N)Cl,220.0,1.3656,51.8
Cc1ccc(cc1)CN,12.0,1.4537200000000001,26.02
c1ccc(cc1)[Si](c2ccccc2)(c3ccccc3)c4ccccc4,237.0,3.064000000000002,0.0
c1ccc(cc1)Oc2ccc(cc2)C=O,25.0,3.291400000000002,26.3
Cc1cc(c(n1c2ccccc2)C)C=O,89.0,2.9066400000000012,22.0
Cc1ccc(n1c2ccccc2)C,50.0,3.0941400000000012,4.93
OC=1C(=O)C(Cl)=C(O)C(=O)C=1Cl,283.0,1.155,74.6
CCCCCCCCCC(=O)Cl,-35.0,3.8925000000000027,17.07
c1cc(nnc1Cl)Cl,68.0,1.7833999999999999,25.78
c12c(c(c(c(c1F)F)F)F)c(c(c(c2F)F)F)F,87.0,3.9525999999999994,0.0
c1c(cc(c(c1F)[N+](=O)[O-])F)F,4.0,2.0121,43.14
C(=O)(C(F)(F)F)N,73.0,0.03400000000000014,43.09
FC(F)(F)c1ccc(C=O)cc1,1.5,2.517900000000001,17.07
c1ccc(cc1)Nc2ccccc2N,79.0,3.0123999999999995,38.05
c1cc(ccc1C(=O)CBr)Cl,96.0,2.917600000000001,17.07
c1ccc(cc1)[Si]2(O[Si](O[Si](O[Si](O2)(c3ccccc3)c4ccccc4)(c5ccccc5)c6ccccc6)(c7ccccc7)c8ccccc8)c9ccccc9,201.0,5.092800000000004,36.92
O=C(C)Oc1ccccc1C(=O)OC,52.0,1.3985,52.60000000000001
c1ccnc(c1)c2ccncc2,61.0,2.1435999999999993,25.78
COc1ccc(cc1)C(=O)c2ccccc2,62.0,2.9262000000000015,26.3
CCOC(=O)c1cccnc1,9.0,1.2583,39.19
Ic1cc(ccc1)C(=O)OC,54.0,2.0778,26.3
c1cc(sc1I)I,41.0,2.9573,0.0
c1ccc(cc1)C(=O)c2cccc(c2)C(F)(F)F,52.0,3.936400000000001,17.07
CCOC(=O)C#CC(=O)OCC,2.0,0.1160000000000001,52.60000000000001
CCCCCCCCC(=O)Cl,-61.0,3.5024000000000024,17.07
c1cc(c(cc1Br)[N+](=O)[O-])N,112.0,1.9395000000000002,69.16
O=C(NCN1CCOCC1)c2cnccn2,119.0,-0.5038999999999996,67.35000000000001
C=CCCCCC(=O)O,-6.0,1.8174000000000001,37.3
c1cc(ccc1C(=O)N)F,156.0,0.9246000000000001,43.09
CCOC(=O)c1cc2ccccc2[nH]1,124.0,2.3446,42.09
Clc1cc(CC#N)ccc1,11.5,2.40608,23.79
c1ccc2c(c1)cncc2Br,41.0,2.997300000000001,12.89
c1cccc2nc(c(nc12)c3ccccc3)c4ccccc4,126.5,4.9638000000000035,25.78
CC=C1CCCC1,-130.0,2.5067000000000004,0.0
c1cc(ccc1N2CCNCC2)F,32.0,1.2353,15.27
Cc1cc(ccc1N)C(=O)O,170.0,1.2754200000000002,63.32000000000001
C[Si]1(O[Si](O[Si](O[Si](O1)(C)C=C)(C)C=C)(C)C=C)C=C,-43.0,3.255200000000002,36.92
CCCC#CCC,-131.0,2.1999000000000004,0.0
c1c(nc(nc1Cl)Cl)Cl,23.0,2.4368,25.78
O=C(O)CCC(=O)OC,57.5,0.0242,63.599999999999994
Nc1cc(Cl)c(O)cc1,151.5,1.6278,46.25
c1ccc2c(c1)cc(c3c2cccc3)C=O,102.0,3.805500000000002,17.07
c1ccc(cc1)C2CCC(=O)CC2,80.0,2.9133000000000013,17.07
CCOc1ccc(cc1)CC(=O)O,89.0,1.7124,46.53
CC(=O)c1ccc(s1)Br,95.0,2.7132000000000014,17.07
Cc1cc(nc(n1)Cl)Cl,46.0,2.09182,25.78
CCc1cccc(c1)c2ccccc2,-28.0,3.916000000000002,0.0
O=C1CCC(=O)N1O,96.5,-0.4754,57.61
N#CC(=C)C(=O)OCC,-22.0,0.62928,50.09
c1ccc(cc1)OCCC(=O)O,98.0,1.5400999999999996,46.53
CSc1ccc(cc1)C(=O)O,195.0,2.1067,37.3
Cc1cc(ccc1Cl)[N+](=O)[O-],43.0,2.5566200000000006,43.14
c1cc(c(c(c1)F)C(=O)N)F,147.0,1.0637,43.09
c1ccc2c(c1)c3ccc(cc3[nH]2)O,272.0,3.0267000000000013,36.019999999999996
c1cc(ccc1C(C(=O)O)O)Br,117.0,1.5671,57.53
CCCCCCC(CCCC)O,-4.0,3.5079000000000025,20.23
CCC1=CCCC1,-118.0,2.5067000000000004,0.0
CCOc1ccc(cc1)C#N,62.0,1.95698,33.019999999999996
Cc1c(cnn1c2ccccc2)C(=O)O,167.0,1.87892,55.120000000000005
O=S(=O)(c1ccc(cc1)C)C[N+]#[C-],112.5,1.64551,38.5
COC(=O)c1cc(ccc1[N+](=O)[O-])Cl,49.0,2.0347999999999997,69.44
c1ccc2c(c1)c(c[nH]2)C#N,180.0,2.03958,39.58
N1=C2C=CC=CC2=C(C)C1c1ccccc1,91.0,2.2317,12.36
CC=1CCC[C@](C)(C)C=1/C=CC(C)=CC=CC(C)=CCO,63.0,5.510300000000007,20.23
c1cc(c(c(c1F)C(=O)O)F)F,131.0,1.8021000000000003,37.3
COC(=O)c1c[nH]c2c1cccc2,151.0,1.9545,42.09
c1cc(oc1C=O)Br,84.0,1.8546,30.21
c1cc2c(cc1/C=C/C=C/C(=O)N3CCCCC3)OCO2,131.0,2.997200000000001,38.77
CC=CCCCC,-109.0,2.752700000000001,0.0
Fc1cc(C[C@H](N)C(=O)O)ccc1O,260.5,0.48569999999999985,83.55000000000001
c1cc(c(c(c1)Cl)C(=S)N)Cl,151.0,2.6276,26.02
O[C@@H]1CC(=O)[C@H](CCCCCCC(=O)O)[C@H]1/C=C/[C@@H](O)CCCCC,115.5,3.475100000000002,94.83
c1cc(cc2c1ccc(=O)o2)O,230.0,1.4986,50.44
c1ccc(cc1)c2c(c(=O)c3c(cc(cc3o2)O)O)O,215.0,2.5768000000000018,90.9
C[C@H](CCC(=O)O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2C[C@@H]([C@H]4[C@@]3(CC[C@H](C4)O)C)O)C,198.0,4.477900000000006,77.76
CC=C(C)CCC,-119.0,2.752700000000001,0.0
c1ccc(cc1)C(=O)/C=C/c2cccc(c2)[N+](=O)[O-],146.0,3.4909000000000026,60.209999999999994
CCOC(=O)C=C2SC(N1CCCCC1)C(=O)N2CC,86.0,1.7982,49.85
[O-][n+]1ccccc1S,70.5,0.6087000000000002,26.939999999999998
C=CCCCCCCCCC(=O)O,24.0,3.3778000000000015,37.3
O=C(C)Nc1cc(C)ccc1,65.0,1.95342,29.1
C(C(C(CO)O)O)O,122.0,-2.3072,80.92
Cc1cc(cc(c1)O)O,107.0,1.4062199999999998,40.46
Cc1ccnc2c1cccc2,10.0,2.5432200000000007,12.89
Cc1ccc2ccccc2n1,-2.0,2.5432200000000007,12.89
c1cc(cc(c1)Br)Cl,-22.0,3.102500000000001,0.0
Oc2ccc3ccccc3c2N=Nc1ccccn1,139.5,4.355800000000002,57.84
Cc1ccc(c(c1)OC)O,6.0,1.70922,29.46
c1ccc(c(c1)C=O)F,-45.0,1.6382,17.07
c1ccc2c(c1)CCO2,-21.0,1.6214999999999997,9.23
Clc1ccc(Cl)c(Cl)c1Cl,47.0,4.3002,0.0
CCc1ccncc1,-91.0,1.644,12.89
CCc1ccc(Br)cc1,-43.0,3.0115000000000016,0.0
c1c(c(cc(c1F)F)F)F,4.0,2.2430000000000003,0.0
COC(=O)c1cccnc1,42.0,0.8681999999999999,39.19
c1c(cc(cc1F)F)F,-6.0,2.1039000000000003,0.0
Cc1ccc(cc1Cl)Cl,-13.0,3.301820000000001,0.0
c1c(c(c(c(c1F)F)N)F)F,31.0,1.8252,26.02
Cc1cc(c(cc1C)C(=O)C)C,10.0,2.8144600000000013,17.07
c1ccc(c(c1)F)I,-42.0,2.430300000000001,0.0
c1ccc(cc1)C(=O)C(Cl)Cl,21.0,2.673000000000001,17.07
c1cc(ccc1C(=O)CCl)Cl,101.0,2.7615000000000007,17.07
COc1cccc(c1)[N+]([O-])=O,38.0,1.6033999999999997,52.37
CCOC(=O)c1ccc(c(c1)OC)OC,44.0,1.8804999999999998,44.760000000000005
C(CC(=O)O)C(=O)C(=O)O,115.0,-0.49509999999999993,91.67
c1cc(c(cc1CC(=O)O)O)O,129.0,0.7248999999999994,77.76
Cc2ccc3cc1c5ccccc5ccc1c4CCc2c34,179.5,5.553220000000004,0.0
CCC(C(=O)NC(=O)NC(C)=O)c1ccccc1,100.0,1.5525,75.27000000000001
CN(C)CCC=C1c3ccccc3CCc2ccccc12,196.5,4.168600000000003,3.24
O=S(C)(=O)OCCCCOS(C)(=O)=O,116.0,-0.2809999999999997,86.74000000000001
NS(=O)(=O)c1ccc(cc1)n3nc(cc3c2ccc(C)cc2)C(F)(F)F,157.5,3.5139200000000024,77.98
c1cc2c(cc1Cl)nc(o2)O,191.0,2.1868000000000003,46.260000000000005
CCCCC2=NC1(CCCC1)C(=O)N2Cc3ccc(cc3)c4ccccc4c5nnn[nH]5,180.0,4.777400000000004,87.13
c1c(occ(c1=O)O)CO,154.0,-0.16230000000000003,70.67
O=Cc1ccccc1C=O,56.0,1.3115999999999999,34.14
OC(CCN1CCCCC1)(c2ccccc2)c3ccccc3,120.0,3.7985000000000033,23.47
CCc1nc(N)nc(N)c1c2ccc(Cl)cc2,233.0,2.5238000000000005,77.82
CCN(Cc1ccncc1)C(=O)C(CO)c2ccccc2,96.0,2.2062,53.43000000000001
NCCc1ccc(O)cc1,164.0,0.8934,46.25
COc1ccc2c(c1)[nH]c3c2CCN4[C@@H]3C[C@H]5[C@@H](C4)C[C@H]([C@@H]([C@H]5C(=O)OC)OC)OC(=O)c6cc(c(c(c6)OC)OC)OC,265.0,4.171100000000004,117.78000000000002
FC1=CN(C(=O)NC1=O)[C@H]2C[C@H](O)[C@@H](CO)O2,150.5,-1.6836000000000009,104.55000000000001
CCN(CC)CCSC(=O)N(c1ccccc1)c2ccccc2,48.0,5.019700000000005,23.550000000000004
Nc2nc1cc(Cl)ccc1o2,184.0,2.0633999999999997,52.05
S=C=S,-112.0,1.0181,0.0
CC(C)S,-131.0,1.3246,0.0
[O-][N+](C)=O,-29.0,-0.10710000000000008,43.14
BrC(Br)(Br)C(=O)O,131.5,1.9095,37.3
O=S1(=O)CC=CC1,64.5,-0.028999999999999915,34.14
C=CC(N)=O,84.0,-0.3423,43.09
O=S(=O)(Cl)c1ccccc1,15.0,1.6141,34.14
O=C1CCC(CC1)C(C)(C)C,49.0,2.791800000000001,17.07
O=C(C)c1ccc(Br)cc1,51.0,2.651700000000001,17.07
CCOc1ccccc1,-30.0,2.0853,9.23
CCCC(C)Br,-96.0,2.5699000000000005,0.0
O=P(Oc1ccccc1)(Oc2ccccc2)Oc3ccccc3,50.5,5.331500000000003,44.760000000000005
CCCCCCCCCCCCBr,-10.0,5.302200000000005,0.0
Nc1cc(Cl)c(F)cc1,45.5,2.0613,26.02
Fc1ccc(N)c(F)c1,-7.5,1.5470000000000002,26.02
CCC(=O)C1(CCN(C)CC1)c2cccc(O)c2,156.0,2.3347000000000007,40.540000000000006
Nc2ncnc(Nc1ccc(Cl)cc1)n2,233.0,1.8508,76.72
C[Si]1(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O1,17.5,2.8736000000000015,36.92
Ic1ccccc1Br,10.0,3.0537,0.0
c1ccccc1P(c2ccccc2)c3ccccc3,80.5,3.4448000000000016,0.0
Cc1ccccc1C=C,-69.0,2.638020000000001,0.0
Cc1[nH]c2ccccc2n1,176.0,1.8713199999999999,28.68
CCc1cccc(c1)C,-96.0,2.5574200000000005,0.0
CCCCCCCC(C)O,-35.0,2.727700000000002,20.23
N#CCCCCCCC#N,-3.0,2.3741600000000007,47.58
CCCCCCCCCCCCCCCO,46.0,5.069900000000006,20.23
Cc1cccc(c1)c2ccccc2,5.0,3.662020000000002,0.0
CCC(=C)CC,-132.0,2.3626000000000005,0.0
O=S1(=O)CCCO1,32.0,-0.26349999999999985,43.370000000000005
CN1CCC(C1)CN3c2ccccc2Sc4ccccc34,87.0,4.241000000000003,6.48
CC2(C)C1CCC(=C)C2C1,-61.0,2.9987000000000013,0.0
CCC(=O)OC(Cc1ccccc1)(C(C)CN(C)C)c2ccccc2,75.0,4.275500000000004,29.54
OC(C1CCNCC1)(c2ccccc2)c3ccccc3,160.0,2.9221000000000013,32.26
Clc2cc(Cl)ccc2Oc1ccc(cc1)[N+]([O-])=O,70.5,4.693900000000002,52.37
c1cc(cc(c1)[N+](=O)[O-])CC(=O)O,119.0,1.2219,80.44
N#Cc1ccccc1Br,55.0,2.32078,23.79
CCCCCC1CCCCC1,-58.0,4.147000000000004,0.0
N#Cc1cc(Br)ccc1,39.0,2.32078,23.79
CCOC(=O)n1ccn(c1=S)C,124.0,1.5606900000000001,36.16
CC1C(OCCN1Cc3c(C)n(C)n(c2ccccc2)c3=O)c4ccccc4,149.0,3.4464200000000025,39.4
O=C(OCC)NCCOc1ccc(cc1)Oc2ccccc2,53.5,3.6038000000000023,56.790000000000006
O=C(N)c1ccc(O)cc1,161.0,0.49110000000000004,63.32000000000001
O=C(OCC)C(C(=O)OCC)c1ccccc1,16.0,1.8963999999999999,52.60000000000001
CCOc1ccc(NC(=O)CN)cc1,101.0,0.9824999999999999,64.35
Fc2ccccc2c1ccccc1,73.5,3.492700000000002,0.0
FC(F)(F)c1ccccc1O,45.5,2.411,20.23
CC1(CCCCC1)C(=O)O,38.0,2.0414,37.3
CCc3cc1cc(OC)c(OC)cc1c(Cc2ccccc2)n3,78.0,4.405200000000003,31.35
Nc3ccc(OCCCCCN2C(=O)c1ccccc1C2=O)cc3,113.0,3.1141000000000023,72.63
BrCCCCCCCCBr,15.5,4.116800000000003,0.0
O=C1NN(C(=O)C1c2ccccc2)c3ccccc3,233.0,1.8481999999999998,49.410000000000004
c1cc(C=O)c2CCOC(c2c1)=O,140.0,1.212,43.370000000000005
C(CCCC(=O)O)CCCBr,39.0,2.8065000000000015,37.3
C/C=C/C=C/CO,31.0,1.111,20.23
CC=CC=CC(=O)O,134.0,1.2033,37.3
C1(=O)C(CC)(CC(=C)C)C(=O)NC(=S)N1,160.0,0.8798999999999997,58.2
COCC(=O)Nc2cc(Sc1ccccc1)ccc2N=C(NC(=O)OC)NC(=O)OC,129.0,3.122200000000001,127.35000000000001
[C@@H]1([C@@H]([C@@H]([C@H]([C@H]([C@@H]1Cl)Cl)Cl)Cl)Cl)Cl,159.0,3.644400000000001,0.0
Cl[C@@H]1[C@@H](Cl)[C@@H](Cl)[C@H](Cl)[C@@H](Cl)[C@H]1Cl,112.5,3.644400000000001,0.0
COc1ccc(cc1)C(C)=O,38.0,1.8978,26.3
CNCCO,-4.5,-0.8019000000000001,32.26
CCOc1ccc(cc1)C=O,14.0,1.8978,26.3
FC(F)(F)CO,-43.5,0.5409999999999999,20.23
Clc1c(cccc1Cl)[N+]([O-])=O,62.0,2.9016,43.14
O=Cc1cccc(C#N)c1,77.0,1.37078,40.86
CCCCN1CCCCC1C(=O)Nc2c(C)cccc2C,107.0,3.8965400000000026,32.34
NC(N)=Nc1nc(CSCCC(N)=NS(N)(=O)=O)cs1,163.0,-0.7679999999999998,175.82999999999998
C1=CC(C2C1C3(C(=C(C2(C3(Cl)Cl)Cl)Cl)Cl)Cl)Cl,95.0,5.2415,0.0
O=C1NC(=O)NC(=O)C1(CC)C(C)CCC,129.5,1.1849999999999992,75.27000000000001
CCC1(C(=O)NCNC1=O)c2ccccc2,281.0,0.5378999999999994,58.2
Cc1ccc(cc1)S(=O)(=O)NC(=O)NCCCC,128.5,1.78302,75.27
Cc1cc(CC(O)=O)n(C)c1C(=O)c2ccc(Cl)cc2,178.0,2.8450200000000017,59.3
C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2C(=O)CO)CCC4=CC(=O)CC[C@]34C,142.0,3.6959000000000026,54.37
CC(C)C#N,-72.0,1.16598,23.79
CC(=O)CCl,-44.5,0.8142,17.07
CCC1=CC2=C(C=C1)C(=O)C3=CC=CC=C3C2=O,109.0,3.024400000000001,34.14
COc1ccccc1,-37.0,1.6952,9.23
C1C=CCCC1,-104.0,2.1166,0.0
CCC(=O)OC,-88.0,0.5694,26.3
CCCCCCCCCCCCCC,5.5,5.707400000000006,0.0
N#Cc1ccc(O)cc1,111.5,1.26388,44.019999999999996
